Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-03-24 00:00:00+05:30,2066.8583014756837,2066.8583014756837,2027.7522436789964,2034.6094970703125,7763726,0.0,0.0
2021-03-25 00:00:00+05:30,2041.2680378360665,2041.2680378360665,1972.6957425046699,1979.105712890625,10153757,0.0,0.0
2021-03-26 00:00:00+05:30,1999.5283178458394,2001.2177316167733,1961.465677584053,1982.285888671875,9313160,0.0,0.0
2021-03-30 00:00:00+05:30,1995.5530526720781,2036.199429652188,1979.2050694662307,2016.7210693359375,9433842,0.0,0.0
2021-03-31 00:00:00+05:30,2005.4910131665429,2037.1931774238674,1986.6087885628936,1990.683349609375,7499740,0.0,0.0
2021-04-01 00:00:00+05:30,2005.4910279209769,2017.416643547861,1990.7331028454353,2009.317138671875,5410307,0.0,0.0
2021-04-05 00:00:00+05:30,2012.3978603419448,2012.4475989315692,1949.9374739415362,1980.2484130859375,6864856,0.0,0.0
2021-04-06 00:00:00+05:30,1991.577837401093,1992.521900125903,1956.7947913386986,1972.0,6465241,0.0,0.0
2021-04-07 00:00:00+05:30,1987.6026270426291,2034.2119329095062,1980.944206767491,1990.4349365234375,11198918,0.0,0.0
2021-04-08 00:00:00+05:30,1998.5344352603663,2009.4662496750177,1980.6460116727549,1992.91943359375,7092878,0.0,0.0
2021-04-09 00:00:00+05:30,1986.0622833718924,1993.9133383944543,1967.7266967683715,1969.7640380859375,6478482,0.0,0.0
2021-04-12 00:00:00+05:30,1946.8568369434079,1949.2419844366946,1888.471007862027,1899.303466796875,9646031,0.0,0.0
2021-04-13 00:00:00+05:30,1912.0737406278274,1928.5708182852777,1905.9618382440701,1919.825439453125,8958261,0.0,0.0
2021-04-15 00:00:00+05:30,1914.3595013242439,1948.8443580638666,1901.1418954493508,1932.2479248046875,9102492,0.0,0.0
2021-04-16 00:00:00+05:30,1924.5956411639027,1937.8132474453091,1914.5085333505808,1920.12353515625,7225679,0.0,0.0
2021-04-19 00:00:00+05:30,1892.1976567275142,1904.520816989937,1878.2844386633412,1889.911865234375,8527967,0.0,0.0
2021-04-20 00:00:00+05:30,1898.6573742917865,1907.1046853001508,1878.7316097995435,1889.3653564453125,7939490,0.0,0.0
2021-04-22 00:00:00+05:30,1880.520572615667,1902.5829136857024,1865.0669133600363,1894.5828857421875,6687573,0.0,0.0
2021-04-23 00:00:00+05:30,1894.1853286783348,1907.0053900554124,1883.6013202863185,1892.5455322265625,5459016,0.0,0.0
2021-04-26 00:00:00+05:30,1908.0985610777086,1949.8382171012836,1899.6512497396043,1925.837890625,9620785,0.0,0.0
2021-04-27 00:00:00+05:30,1927.9745400856093,1984.8199264534005,1926.235387794295,1976.322998046875,9226547,0.0,0.0
2021-04-28 00:00:00+05:30,1985.4659515339442,1995.55305923854,1967.8757166189005,1984.91943359375,7902002,0.0,0.0
2021-04-29 00:00:00+05:30,2010.3607662991942,2031.8268511016634,1994.857489570391,2011.503662109375,8035915,0.0,0.0
2021-04-30 00:00:00+05:30,1996.0500600589608,2023.3795978491632,1975.2299697951553,1982.1368408203125,9150974,0.0,0.0
2021-05-03 00:00:00+05:30,1953.813364681568,1966.7327816402965,1931.055290545388,1946.906494140625,10909942,0.0,0.0
2021-05-04 00:00:00+05:30,1937.912593171285,1955.6023053677397,1899.154341307859,1904.7196044921875,10083693,0.0,0.0
2021-05-05 00:00:00+05:30,1911.4277302423702,1926.483844390325,1896.2226429484415,1908.1978759765625,5719649,0.0,0.0
2021-05-06 00:00:00+05:30,1909.937088946329,1923.0056008843173,1894.7816184484034,1919.0303955078125,6749281,0.0,0.0
2021-05-07 00:00:00+05:30,1925.7385649327491,1943.527633350965,1914.0613990764932,1919.7757568359375,5671163,0.0,0.0
2021-05-10 00:00:00+05:30,1926.9807148927432,1934.7324135348363,1909.0425529563486,1914.260009765625,6433879,0.0,0.0
2021-05-11 00:00:00+05:30,1903.1294744722038,1926.5335434278509,1898.1604680114408,1921.1669921875,6220217,0.0,0.0
2021-05-12 00:00:00+05:30,1918.1358994381442,1920.918591653751,1895.1791132571173,1901.291015625,6081627,0.0,0.0
2021-05-14 00:00:00+05:30,1916.098719453693,1929.962199602,1894.1853514116438,1925.2913818359375,6134079,0.0,0.0
2021-05-17 00:00:00+05:30,1925.2913169626422,1951.2791240410024,1918.4340636944867,1948.1983642578125,5479424,0.0,0.0
2021-05-18 00:00:00+05:30,1968.7204485693403,1990.1865331855108,1960.273137204959,1975.6273193359375,5567958,0.0,0.0
2021-05-19 00:00:00+05:30,1967.7266590846828,2003.950669510558,1959.7762483409062,1984.6710205078125,7530294,0.0,0.0
2021-05-20 00:00:00+05:30,1985.5156559888833,1998.435072982947,1968.7203896338733,1973.0931396484375,5271497,0.0,0.0
2021-05-21 00:00:00+05:30,1979.6523100124416,1997.143189693598,1973.6895018497535,1990.136962890625,4977555,0.0,0.0
2021-05-24 00:00:00+05:30,1995.5529872691914,1997.34187811391,1969.714153768694,1973.341552734375,3946636,0.0,0.0
2021-05-25 00:00:00+05:30,1984.024972881147,1984.621229408427,1947.8505806912956,1950.9810791015625,6821015,0.0,0.0
2021-05-26 00:00:00+05:30,1962.7576470150848,1967.2297530462586,1953.1178225400113,1957.83837890625,3452113,0.0,0.0
2021-05-27 00:00:00+05:30,1958.0868550169214,1980.6460972123477,1950.0867055970546,1963.850830078125,12377100,0.0,0.0
2021-05-28 00:00:00+05:30,1977.6647520873685,2091.951911127593,1977.6647520873685,2081.815185546875,26060864,0.0,0.0
2021-05-31 00:00:00+05:30,2088.9702728875754,2178.114198423976,2072.125389859534,2146.908935546875,27285782,0.0,0.0
2021-06-01 00:00:00+05:30,2152.57388346942,2188.350734718219,2133.1947557096532,2155.455810546875,12928379,0.0,0.0
2021-06-02 00:00:00+05:30,2143.629514813139,2195.8040857578258,2143.629514813139,2187.605224609375,11366816,0.0,0.0
2021-06-03 00:00:00+05:30,2207.2328677279593,2236.05310778384,2182.4873103860677,2195.953125,11064116,0.0,0.0
2021-06-04 00:00:00+05:30,2201.071296528196,2202.710971718209,2170.710616511641,2176.921875,6677278,0.0,0.0
2021-06-07 00:00:00+05:30,2188.350560479995,2228.102614258015,2171.4559376243365,2213.593017578125,7539326,0.0,0.0
2021-06-08 00:00:00+05:30,2212.7981747494955,2213.344571388142,2184.52433234509,2200.87255859375,4464889,0.0,0.0
2021-06-09 00:00:00+05:30,2205.2453284392964,2207.23293125898,2144.573703842985,2161.51806640625,5265326,0.0,0.0
2021-06-10 00:00:00+05:30,2179.8036983013153,2216.1769233315677,2164.0520930997395,2169.46826171875,6532832,0.0,0.0
2021-06-11 00:00:00+05:30,2176.3473945679975,2221.312113254162,2173.555994178819,2206.506591796875,6351520,7.0,0.0
2021-06-14 00:00:00+05:30,2208.3512252708233,2251.471401565615,2188.461157950506,2238.161376953125,9383416,0.0,0.0
2021-06-15 00:00:00+05:30,2254.213074652778,2268.071253157722,2233.5752592718336,2243.24609375,7002898,0.0,0.0
2021-06-16 00:00:00+05:30,2238.1615205773505,2240.3052130956266,2199.2289293529598,2204.961669921875,4982975,0.0,0.0
2021-06-17 00:00:00+05:30,2193.396340970251,2228.291282758414,2173.3565770373584,2208.999267578125,7266765,0.0,0.0
2021-06-18 00:00:00+05:30,2218.819785894701,2228.291270040286,2177.793401932469,2218.96923828125,13553801,0.0,0.0
2021-06-21 00:00:00+05:30,2196.8857315477812,2240.753656298452,2193.545689913877,2230.534423828125,5624044,0.0,0.0
2021-06-22 00:00:00+05:30,2247.2342953656776,2254.2132838606017,2212.688399678922,2219.069091796875,5940386,0.0,0.0
2021-06-23 00:00:00+05:30,2243.2460998499523,2243.844396173024,2195.0910348916173,2198.730224609375,7685796,0.0,0.0
2021-06-24 00:00:00+05:30,2200.225846569306,2207.952583572885,2133.576411310802,2147.035888671875,42209687,0.0,0.0
2021-06-25 00:00:00+05:30,2147.03587270371,2147.03587270371,2074.8532920153993,2098.133056640625,25546334,0.0,0.0
2021-06-28 00:00:00+05:30,2115.6304654261294,2120.1169579305674,2074.753533719027,2079.738525390625,9357852,0.0,0.0
2021-06-29 00:00:00+05:30,2083.228051637881,2102.6695194564686,2077.844357912777,2081.533203125,12526981,0.0,0.0
2021-06-30 00:00:00+05:30,2089.957774363689,2116.278433228692,2084.773431666982,2104.314453125,9120556,0.0,0.0
2021-07-01 00:00:00+05:30,2111.6424529945357,2116.776897006735,2088.711491512536,2091.652587890625,5784627,0.0,0.0
2021-07-02 00:00:00+05:30,2090.7053369904256,2126.497476917709,2086.6674453833525,2122.6591796875,6500973,0.0,0.0
2021-07-05 00:00:00+05:30,2130.036879422537,2147.085646995847,2125.101786727456,2143.74560546875,5400604,0.0,0.0
2021-07-06 00:00:00+05:30,2138.511538306003,2142.4496330630323,2113.8358294186432,2118.422119140625,4647361,0.0,0.0
2021-07-07 00:00:00+05:30,2121.3631297970037,2121.3631297970037,2091.702430414341,2103.71630859375,4824931,0.0,0.0
2021-07-08 00:00:00+05:30,2110.5956114699457,2110.5956114699457,2074.7535694160388,2086.31884765625,5162088,0.0,0.0
2021-07-09 00:00:00+05:30,2081.7325309257176,2085.421376096852,2059.898364674242,2064.98291015625,4170886,0.0,0.0
2021-07-12 00:00:00+05:30,2073.5071983467647,2095.1919112036185,2068.2729573123515,2077.84423828125,3962111,0.0,0.0
2021-07-13 00:00:00+05:30,2093.69636495914,2096.737258361232,2081.782284325809,2093.397216796875,3099956,0.0,0.0
2021-07-14 00:00:00+05:30,2094.0455488512293,2100.5260380243067,2075.002783302607,2079.738525390625,3937768,0.0,0.0
2021-07-15 00:00:00+05:30,2088.7115411265586,2088.7115411265586,2072.2610683682824,2076.099609375,4360415,0.0,0.0
2021-07-16 00:00:00+05:30,2081.4831716439044,2108.4021253665173,2081.3337192641147,2106.05908203125,4074206,0.0,0.0
2021-07-19 00:00:00+05:30,2093.6965551622666,2117.6245157926924,2085.9698178753583,2092.649658203125,3855577,0.0,0.0
2021-07-20 00:00:00+05:30,2093.197978476494,2101.672464219314,2077.7445044748815,2087.51513671875,3111185,0.0,0.0
2021-07-22 00:00:00+05:30,2112.639380101301,2117.524574367491,2091.8518683563498,2114.334228515625,3679260,0.0,0.0
2021-07-23 00:00:00+05:30,2128.043097334293,2128.043097334293,2095.7404478863323,2099.37939453125,4585938,0.0,0.0
2021-07-26 00:00:00+05:30,2101.6723657300095,2114.6333433175287,2064.883226710088,2070.615966796875,5717830,0.0,0.0
2021-07-27 00:00:00+05:30,2070.566154977179,2077.445346006512,2035.8705648380476,2048.83154296875,4995516,0.0,0.0
2021-07-28 00:00:00+05:30,2051.82253665989,2051.82253665989,2010.1978569195837,2031.2344970703125,5952355,0.0,0.0
2021-07-29 00:00:00+05:30,2047.834540729065,2068.173209009022,2037.2663829219728,2047.0867919921875,6352886,0.0,0.0
2021-07-30 00:00:00+05:30,2051.822486391017,2061.7425707218945,2025.0032079764198,2029.190673828125,5238304,0.0,0.0
2021-08-02 00:00:00+05:30,2048.1337316886647,2073.158243894232,2035.0231792207649,2066.279052734375,5041934,0.0,0.0
2021-08-03 00:00:00+05:30,2083.726400421731,2084.7233986994447,2058.00379617516,2081.483154296875,5453682,0.0,0.0
2021-08-04 00:00:00+05:30,2088.1132706924345,2107.6545359384286,2080.7355801814097,2097.435302734375,6077861,0.0,0.0
2021-08-05 00:00:00+05:30,2107.9536813979716,2148.3321149811977,2097.9337991976104,2127.84375,9807831,0.0,0.0
2021-08-06 00:00:00+05:30,2123.55642899472,2140.505399684406,2072.5101659520456,2082.779296875,7670583,0.0,0.0
2021-08-09 00:00:00+05:30,2074.7535800985565,2083.5272143182556,2060.297103927759,2070.9150390625,3458546,0.0,0.0
2021-08-10 00:00:00+05:30,2075.7505819539274,2106.65753106083,2067.525345498058,2081.782470703125,5500708,0.0,0.0
